model_output,target,scores,scores_inserts
uyasibenza,Uyasebenza.,"['1111011111', '1111001111']","['[]', '[]']"
uyasebenza,Uyasebenza.,['1111111111'],['[]']
uyahlebenza,Uyasebenza.,"['1111111111', '1111111111']","['[]', '[]']"
uyasebenza,Uyasebenza.,"['1111111111', '1111111111']","['[]', '[]']"
uyasebenza,Uyasebenza.,['1111111111'],['[]']
uyasebenza,Uyasebenza.,"['1111111111', '1111111111']","['[]', '[]']"
uyasebenza,Uyasebenza.,['1111101111'],['[]']
uyasebenza,Uyasebenza.,['1111101111'],['[]']
uyasibenza,Uyasebenza.,['1111001111'],['[]']
ihhashi linamandla,Ihhashi linamandla.,['111111111111111'],['[]']
ihashi linamandle,Ihhashi linamandla.,"['101111111111110', '111111111111111']","['[]', '[]']"
ihhashi linamandla,Ihhashi linamandla.,"['101111111111111', '101111111111111']","['[]', '[]']"
ihhashi linamandla,Ihhashi linamandla.,"['111111111111111', '111111111111111']","['[]', '[]']"
ihhashi linamandla,Ihhashi linamandla.,"['111111111111111', '111111111111111']","['[]', '[]']"
ihhashi ninamandla,Ihhashi linamandla.,['111111111111111'],['[]']
ihhashilinandla,Ihhashi linamandla.,['111111111111111'],['[]']
ishashi linamandla,Ihhashi linamandla.,"['101111111111111', '101111111111111', '101111111111111']","['[]', '[""1""]', '[]']"
ihhashi linamandla,Ihhashi linamandla.,"['111111111111111', '101111111111111']","['[]', '[]']"
ihasi linamandla,Ihhashi linamandla.,['101011111111111'],['[]']
izinghashi l,Ihhashi linamandla.,['000111011111111'],"['[""1"", ""8""]']"
khonje amafathiamafasithela mmanmancinyane,Konje amafasitela mancinyane?,"['11111111111110111111011111', '01111111111110111111011111']","['[]', '[]']"
khonje amafasithela mancinyane,Konje amafasitela mancinyane?,"['01111111111110111111111111', '01111111111110111111111111']","['[]', '[]']"
khonje amafasithela macinyane,Konje amafasitela mancinyane?,"['10111111111110111111011111', '01111111111110111111011111']","['[]', '[]']"
konje amafasitela mancinyane,Konje amafasitela mancinyane?,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
konje amafashitela mancunyane,Konje amafasitela mancinyane?,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
konje amafesila mancanyane,Konje amafasitela mancinyane?,"['11111111110101010111101111', '11111111111111111111101111', '11111111110111011111101110']","['[]', '[]', '[]']"
konjeamafasitela mancinyane,Konje amafasitela mancinyane?,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
khonje amafasithile manziyane,Konje amafasitela mancinyane?,['01111111111110010111010111'],['[]']
khonje amafasithela macinyane,Konje amafasitela mancinyane?,['11111111111110111111011111'],['[]']
khonje amafasithela mmancinyane,Konje amafasitela mancinyane?,['01111111111110111111011111'],['[]']
ikhoji amafansithela namaciyane,Konje amafasitela mancinyane?,"['00000100011111111100000011', '01010111111110111111111111']","['[]', '[""0"", ""12"", ""18""]']"
ungahambi  manje,Ungahambi manje.,"['11111111111111', '11111111111111']","['[]', '[]']"
ungahambi manje,Ungahambi manje.,['11111111111111'],['[]']
ungahambi manje,Ungahambi manje.,['11111111111111'],['[]']
ungahambi manje,Ungahambi manje.,"['11111111111111', '11111111111111']","['[]', '[]']"
ungahambi manje,Ungahambi manje.,['11111111111111'],['[]']
ungambi manje,Ungahambi manje.,['11101111111111'],['[]']
ungambi manje,Ungahambi manje.,['11101111111111'],['[]']
ungahambi manje,Ungahambi manje.,"['11111111111111', '11111111111111']","['[]', '[]']"
ungahambi manje,Ungahambi manje.,"['11111111111111', '11111111111111']","['[]', '[]']"
ungahambi manje,Ungahambi manje.,['11111111111111'],['[]']
ngahambi manje,Ungahambi manje.,['11111111111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,"['11111111', '11111111']","['[]', '[]']"
asithande,Asithande.,"['11111111', '11111111']","['[]', '[]']"
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
asithande,Asithande.,['11111111'],['[]']
bayathanda ukhufunda imphela,Bayathanda ukufunda impela.,"['1111111111111111111111111', '1111111111101111111110111']","['[]', '[]']"
bayathanda ukufunda imphela,Bayathanda ukufunda impela.,['1111111111111111111110111'],['[]']
bayathanda ukufunda impela,Bayathanda ukufunda impela.,"['1111111111101111111110111', '1111111111111111111111111', '0111111111101111111110111']","['[]', '[]', '[]']"
bayathanda ukufunda impela,Bayathanda ukufunda impela.,"['1111111111111111111111111', '1111111111111111111111111']","['[]', '[]']"
bayathanda ukufunda impela,Bayathanda ukufunda impela.,"['1111111111111111111111111', '1111111111111111111111111', '1111111111111111111111111']","['[]', '[]', '[]']"
bayathanda ukufunda impela,Bayathanda ukufunda impela.,"['1111111111111111111111111', '1111111111111111111111111', '1111111111111111111111111']","['[]', '[]', '[]']"
bayathandaul,Bayathanda ukufunda impela.,['1111111111111111111111111'],['[]']
bayathanda ukufunda imphela,Bayathanda ukufunda impela.,['1111111111111111111110111'],['[]']
bayathanda ukufunda impela,Bayathanda ukufunda impela.,['1111111111111111111111111'],['[]']
bayathanda ukufunda imphela,Bayathanda ukufunda impela.,['1111111111101111111110111'],['[]']
bayathanda ukhufufunda mphelwa,Bayathanda ukufunda impela.,['0111111111101111111010111'],"['[""24""]']"
abanthu bakhona lapha manje,Abantu bakhona lapha manje?,"['111101111111111111111111', '101101101111111111111111']","['[]', '[]']"
abanthu bakhona lapha manje,Abantu bakhona lapha manje?,"['111111111111111111111111', '111101111111111111111111']","['[]', '[]']"
abantu bakhona lapha manje,Abantu bakhona lapha manje?,"['111111111111111111111111', '101111101111111111111111']","['[]', '[]']"
abantu bakhona lapha manje,Abantu bakhona lapha manje?,['111111111111111111111111'],['[]']
abantu bakhona lapha manje,Abantu bakhona lapha manje?,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
abantu bakhona lapha mandla,Abantu bakhona lapha manje?,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
abantunlphamanje,Abantu bakhona lapha manje?,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
abafana bayamshlupha,Abantu bakhona lapha manje?,['111111111111111111111111'],['[]']
abantu bakhona lapha manje,Abantu bakhona lapha manje?,['111111111111111111111111'],['[]']
abanthu bakhona lapha manje,Abantu bakhona lapha manje?,['101111101111111111111111'],['[]']
abanthu bakhona lahamanje,Abantu bakhona lapha manje?,['111111111111111111111111'],['[]']
abafana bayamhluphafaznh,Abafana bayamhlupha umfazi ngokungasizi.,"['11111111111111111111111111101110000', '11111111011110111111111111101110101']","['[]', '[""25""]']"
abahlana bayamhlupha umfazi mngoungangohungasizi,Abafana bayamhlupha umfazi ngokungasizi.,"['11111111011111111111111111101111111', '10111111011111111111111111101111111']","['[]', '[]']"
abafana bayamhlupha mfaziinngazi,Abafana bayamhlupha umfazi ngokungasizi.,['11111111111110111111111111101110011'],['[]']
abafana bayamhlupha umfazi ngokungazizi,Abafana bayamhlupha umfazi ngokungasizi.,"['11111111111111111111111111111111111', '11111111111111111111111111111111111']","['[]', '[]']"
abafana bayamhlupha umfazi ngokungahizi,Abafana bayamhlupha umfazi ngokungasizi.,"['11111111111111111111111111111111111', '11111111111111111111111111111111111']","['[]', '[]']"
abafana bayahluphaii,Abafana bayamhlupha umfazi ngokungasizi.,"['11111111111101111111111111111111111', '11111111111101111111111111111111111']","['[]', '[]']"
abafanapha,Abafana bayamhlupha umfazi ngokungasizi.,['11111111111111111111111111111111111'],['[]']
bakhulumile safuthi,Abafana bayamhlupha umfazi ngokungasizi.,['11111111111111111111111111111110011'],['[]']
abafana bayamhlupha umfazi khungasizi,Abafana bayamhlupha umfazi ngokungasizi.,['11111111011111111111111111101111111'],['[]']
abafana baya muhlupha umfazingokhungasizi,Abafana bayamhlupha umfazi ngokungasizi.,['11111111011111111111111111101111111'],"['[""13""]']"
abanfana bayaluhaazihshasii,Abafana bayamhlupha umfazi ngokungasizi.,['10111111011110111101111111111001111'],['[]']
bakhulumela safuthi,Bakhulumela safuthi!,"['11111111111111111', '01111111111111111']","['[]', '[]']"
bakhulumela safuthi,Bakhulumela safuthi!,"['11111111111111111', '01111111111111111']","['[]', '[]']"
bakhulumile safuthi,Bakhulumela safuthi!,"['11111110101111111', '11111110101111111']","['[]', '[]']"
bakhulumela safuthi,Bakhulumela safuthi!,"['11111111111111111', '11111111111111111']","['[]', '[]']"
bakhulumela safuthi,Bakhulumela safuthi!,['11111111111111111'],['[]']
bakhulumela safuthi,Bakhulumela safuthi!,['11111111111111111'],['[]']
bakhulumelemi safuthi,Bakhulumela safuthi!,['11111111101111111'],"['[""10"", ""11""]']"
amaghegshla ayakhokhulumakhakhulu laphayahadwa abafazilapheatl,Bakhulumela safuthi!,['11111110001111111'],"['[""7"", ""8"", ""9""]']"
bakhulumela safuthi,Bakhulumela safuthi!,['01111111111111111'],['[]']
bakhulumela safuthi,Bakhulumela safuthi!,['01111111111111111'],['[]']
bakhalumelasafuthi,Bakhulumela safuthi!,['11101111111111111'],['[]']
amakheshla ayakhuluma khakhululaphaya,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.","['111111111111111111111111111111111111111111111111111111111', '111110111111111111011111111111110111111111111111111111111']","['[]', '[]']"
amakhehla ayakhuluma khakhulu laphaya,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.","['111111111111111111011111111111111111111111111111111111111', '111111111111111111111111111111111111111111111111111111111']","['[]', '[]']"
amakhehla ayakhuluma khakhulu laphayaotwabafazi laphabayatla,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.","['111111111111111111011111111111111111111111111111111111111', '111111111111111111111111111111111111111111111111111111110', '111110111111111111011111111111110111111111111111111111110']","['[]', '[""53"", ""57""]', '[""53""]']"
amakhehla ayakhuluma kakhulu laphaya,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111111111111111111111111111111111111111111'],['[]']
amakhehla ayakhuluma kakhulu,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.","['111111111111111111111111111111111111111111111111111111111', '111111111111111111111111100000010000010000000100001000000']","['[]', '[]']"
amakhehle ayakhuluma kakhulu laphaya,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.","['111111111111111111111111111111111111111111111111111111111', '111111111111111111111111111111111111111111111111111111111']","['[]', '[]']"
amakhehlaayakhuluma kakhulu laphaya,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111111111111111111111111111111111111111111'],['[]']
bazingunda khabi khakholo izinwele,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111111111111101111111111111111111111111111'],"['[""28""]']"
amakhehla ayakhuluma khakhuluay,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111011111111111111111111111111111111111111'],['[]']
amachehlaayakhuluma khakhulu laphayakhlwa abafazi lahaatul,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111011111111111110111111111111111111111111'],['[]']
amakhelhla ayakhuluma,"Amakhehla ayakhuluma kakhulu laphaya, kodwa abafazi lapha bathule.",['111111111111111111111111111111111111111111111111111111111'],['[]']
abanthu balele manje,Abantu balele manje.,['1011011011111111111'],['[]']
abanthu balele manje,Abantu balele manje.,"['1111111111111111111', '1011111011111111111']","['[]', '[]']"
abanthu balele manje,Abantu balele manje.,['1011111011111111111'],['[]']
abantu balele manje,Abantu balele manje.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
abantu balele manje,Abantu balele manje.,"['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
cabantu balele manje,Abantu balele manje.,"['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
abantu balele manje,Abantu balele manje.,['1111111111111111111'],['[]']
abantu balele manje,Abantu balele manje.,"['1111111111111111111', '1011111011111111111']","['[]', '[]']"
amantu balela manje,Abantu balele manje.,['1011111011110111111'],['[]']
abantu ballemanje,Abantu balele manje.,['1111111111111111111'],['[]']
abanthu balele manje,Abantu balele manje.,"['1111111111111111111', '1011111011111111111']","['[]', '[]']"
abanthu balela manje,Abantu balele manje.,['1111011111110111111'],['[]']
bazigunda habi khakhulu izinwele,Bazigunda kabi kakhulu izinwele.,['111111111101111011111111111111'],['[]']
bazigunda khabi khakhulu izinwele,Bazigunda kabi kakhulu izinwele.,"['111111111101111011111111111111', '111111111101111011111111111111']","['[]', '[]']"
bazingunda khabi khakhuluizinwele,Bazigunda kabi kakhulu izinwele.,"['111101111101111011111111111111', '011111111101011011111111111111']","['[]', '[""4""]']"
bazigunda kabi kakhulu izinwelo,Bazigunda kabi kakhulu izinwele.,"['111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]']"
bazigunda kabi kakhulu izinwyihle,Bazigunda kabi kakhulu izinwele.,['111111111111111111111111111111'],['[]']
bazi iguna kabi kakhulu izinwele,Bazigunda kabi kakhulu izinwele.,"['111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]']"
bazigunda kabi kakhuluwel,Bazigunda kabi kakhulu izinwele.,['111111111111111111111111111111'],['[]']
e,Bazigunda kabi kakhulu izinwele.,['111101111101111011111111111111'],"['[""4""]']"
bazigunda kabikakhulu izinwele,Bazigunda kabi kakhulu izinwele.,"['111111111111111111111111111111', '011111111101111011111111111111']","['[]', '[]']"
bazigunda khabikhakhulu zizinwele,Bazigunda kabi kakhulu izinwele.,['011111111101111011111111111111'],['[]']
basikunakhabi khakhulo izinthwele,Bazigunda kabi kakhulu izinwele.,"['110111111111111111111111111111', '110111101101111011111111101111']","['[""2"", ""26""]', '[""26""]']"
ehhe,"Ehhe, babi kakhulu.","['101111111011111', '101111111011111']","['[]', '[]']"
e,"Ehhe, babi kakhulu.","['001111111011111', '111111111011111']","['[]', '[]']"
eh,"Ehhe, babi kakhulu.","['101111111011111', '101111111111111', '100111111011111']","['[]', '[]', '[]']"
ehhe,"Ehhe, babi kakhulu.","['101111111111111', '101111111111111']","['[]', '[]']"
e,"Ehhe, babi kakhulu.","['111111111111111', '111111111111111']","['[]', '[]']"
e,"Ehhe, babi kakhulu.",['000111111111111'],['[]']
ehhe,"Ehhe, babi kakhulu.",['100111111111111'],['[]']
hamba ngokhushehe,"Ehhe, babi kakhulu.",['101111111111111'],['[]']
ehhe,"Ehhe, babi kakhulu.",['101101111011111'],['[]']
ee,"Ehhe, babi kakhulu.",['111101011011111'],['[]']
ye,"Ehhe, babi kakhulu.",['100101011011111'],['[]']
hamba ngokusheshaahahi,"Hamba ngokushesha, anginasikhathi.","['11111111011111111111111111', '11111111011111111111111111']","['[]', '[]']"
hamba umngokhushesha,"Hamba ngokushesha, anginasikhathi.","['11111111011111111111111111', '11111111011111111111111111']","['[""6""]', '[]']"
hamba ngokhusheshaaha,"Hamba ngokushesha, anginasikhathi.","['11111111011111111111111111', '11111111111111111111101111']","['[]', '[]']"
hamba ngokushesha,"Hamba ngokushesha, anginasikhathi.","['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
hamba ngokushesha,"Hamba ngokushesha, anginasikhathi.",['11111111111111111111111111'],['[]']
hamba ngokushesha,"Hamba ngokushesha, anginasikhathi.","['01111111111111111111111111', '01111111111111111111111111']","['[]', '[]']"
hamba,"Hamba ngokushesha, anginasikhathi.",['01111111111111111111111111'],['[]']
abanthu bakhona lapha manje,"Hamba ngokushesha, anginasikhathi.",['11111111111110111100111111'],"['[""19""]']"
hamba ngokushesha,"Hamba ngokushesha, anginasikhathi.",['11111111111111111111111111'],['[]']
hambangokhusheshaangnha,"Hamba ngokushesha, anginasikhathi.",['11111111011111111111111111'],['[]']
hamba ngokhushishaiyhhai,"Hamba ngokushesha, anginasikhathi.",['11111111111011101101010111'],['[]']
shabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.",['01111111111110111111111111111111111111'],['[]']
chabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['01111111111111111111111111111111111111', '01111111111110111111111111111111111111']","['[]', '[""5""]']"
chabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['11111111111110111111111011111111111111', '01011011111110111111111111111111111111']","['[]', '[""23""]']"
habo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['01111111111111111111111111111111111111', '11111111111111111111111111111111111111', '11111111111111111111111111111111111111']","['[]', '[]', '[]']"
cabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['01111111111111111111111111111111111111', '01111111111111111111111111111111111111', '01111111111111111111111111111111111111']","['[]', '[""0""]', '[]']"
chabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['11111111111111111111111111111111111111', '11111111111111111111111111111111111111']","['[]', '[]']"
chabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.",['11111111111111111111111111111111111111'],"['[""23""]']"
ncabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.","['01111111111111111111111111111101111111', '01111111111111111111111111111111111111', '01011111111111111111111111111101111111']","['[]', '[]', '[]']"
cabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.",['01111111111111111111111111111111111111'],['[]']
thabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.",['01111111111111111111111111111111111111'],['[]']
ncabo,"Chabo, ngifuna ukuthengisa izimvu nezimbuzi.",['01111111111110111111110111111011111111'],['[]']
bayadhla,Bayadla.,"['111101', '111111', '111101']","['[]', '[]', '[]']"
bayaza,Bayadla.,"['111111', '011111']","['[]', '[]']"
bayahlala,Bayadla.,"['111111', '011111']","['[""6""]', '[""6""]']"
bayadla,Bayadla.,['111111'],['[]']
abayahla,Bayadla.,['111111'],['[]']
bayahla,Bayadla.,"['111111', '111111', '111111']","['[]', '[]', '[]']"
