model_output,target,scores,scores_inserts
izinkomo zijabulile,Izinkomo zijabulile.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
izinkomo zijabulile,Izinkomo zijabulile.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
izinkomo zijabulile,Izinkomo zijabulile.,['1111111111111111111'],['[]']
izinkomo zijabulile,Izinkomo zijabulile.,['1111111111111111111'],['[]']
izinkuma ziyabulile,Izinkomo zijabulile.,['1110011011101111111'],['[]']
izingomo zijabulile,Izinkomo zijabulile.,['1111111111111111111'],['[]']
izinkomo zijabulile,Izinkomo zijabulile.,['1111011111111111111'],['[]']
izinkomo zinjabuleli,Izinkomo zijabulile.,['1111111111111111111'],['[]']
izinhlu zingukhulu,Izindlu zinkulu.,"['11111111110111', '11111111110111']","['[]', '[]']"
izindlu zinkulu,Izindlu zinkulu.,"['11111111110111', '11111111111111']","['[]', '[]']"
izindlu zezikhulu,Izindlu zinkulu.,['11111110010111'],['[]']
izindlu zinkulu,Izindlu zinkulu.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
izindlu zinkulu,Izindlu zinkulu.,"['11111111111111', '11111111111111']","['[]', '[]']"
izindlu zinkulu,Izindlu zinkulu.,"['11111111111111', '11111111111111']","['[]', '[]']"
izindlu zinkulu,Izindlu zinkulu.,['11111111111111'],['[]']
izindlu zikul,Izindlu zinkulu.,"['11111111111110', '11111111111111']","['[]', '[]']"
izindlu zinkulu,Izindlu zinkulu.,['11111111111111'],['[]']
izindlu zinkulu,Izindlu zinkulu.,['11111111111111'],['[]']
izinhlu zinkulu,Izindlu zinkulu.,['11111111111111'],['[]']
uzibone nini izimbu,Uzibone nini izimvu?,"['1111111111111111111', '1111111111111111111', '1110111111111111111']","['[]', '[]', '[]']"
uzibone nini izimvu,Uzibone nini izimvu?,"['1110111111111111111', '1111111111111111111', '1110111111111111111']","['[]', '[]', '[]']"
uzobona nini izimvu,Uzibone nini izimvu?,"['1100110111111111111', '1100110111111111111']","['[]', '[]']"
uzibone nini izimvu,Uzibone nini izimvu?,['1111111111111111111'],['[]']
uzibone nini izimvu,Uzibone nini izimvu?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uzibone nini izimvu,Uzibone nini izimvu?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uzibone nini izimvu,Uzibone nini izimvu?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uzibona nini izimvome,Uzibone nini izimvu?,"['1111110111111111111', '1111111111111111111', '1111110111111111110']","['[]', '[]', '[]']"
uzibone nini izimvu,Uzibone nini izimvu?,['1110111111111111111'],['[]']
uzibone nini izimvu,Uzibone nini izimvu?,['1111111111111111111'],['[]']
uzibone nini yizimvu,Uzibone nini izimvu?,"['1111111111111111111', '1110111111111111111']","['[]', '[]']"
uzulu liwathengisile amahembe,UZulu liwathengisile amahembe.,['111111111111111111111111111'],['[]']
uzulu lewathengisile amahembe,UZulu liwathengisile amahembe.,"['111111111111111111111111111', '111111111111111111111111111']","['[]', '[]']"
uzulu liwathengisile amahembe,UZulu liwathengisile amahembe.,"['101111111111111111111111111', '111111111111111111111111111']","['[]', '[]']"
uzula liwathengisile amahembe,UZulu liwathengisile amahembe.,['111101111111111111111111111'],['[]']
uzulu liwathengisile amahembe,UZulu liwathengisile amahembe.,['111111111111111111111111111'],['[]']
uzulu liwathengisila amabe,UZulu liwathengisile amahembe.,"['111111101111111111111100111', '111111111111111111111110111']","['[]', '[]']"
uzulu liwathengisile amahembe,UZulu liwathengisile amahembe.,['111111111111111111111111111'],['[]']
ingithenkisa amageja lapha,UZulu liwathengisile amahembe.,['SKIPPED'],[None]
uzululi wathingisile amahemba,UZulu liwathengisile amahembe.,['111111111111111111111111110'],['[]']
uzulu liwathengisile amahembe,UZulu liwathengisile amahembe.,['111111111111111111111111111'],['[]']
uzulu liwathengisile amahambe,UZulu liwathengisile amahembe.,['111111111111111111111110111'],['[]']
uzulu iwadhwegi amahebe,UZulu liwathengisile amahembe.,['111111011111011010111111011'],['[]']
amathafula laphomakhulu impela,Amatafula lapho makhulu impela.,"['1110111111111111111111110111', '1110011111111111111111111111', '1110111111111111111111110111']","['[]', '[]', '[]']"
amathafula labho makhule impela,Amatafula lapho makhulu impela.,"['1110111111111111111101111111', '1110111111111111111101110111']","['[]', '[]']"
amathafula laphomakhulu impela,Amatafula lapho makhulu impela.,"['1110111111111111111111110111', '1110111111111111111111110111']","['[]', '[]']"
amatafula lapho makhulu impela,Amatafula lapho makhulu impela.,['1111111111111111111111111111'],['[]']
amatafula lapho makhulu impela,Amatafula lapho makhulu impela.,['1111111111111111111111111111'],['[]']
amatshavula labo makhulu impela,Amatafula lapho makhulu impela.,"['1111111111111111111111111111', '1111111111111111111111111111']","['[]', '[]']"
amatafula lapho makhulu impela,Amatafula lapho makhulu impela.,['1111111111111111111111111111'],['[]']
amathafula laphomakhul imela,Amatafula lapho makhulu impela.,"['1110111111111111111111111111', '1110111111111111111111110111']","['[""3""]', '[]']"
amadafula labho makhulu impela,Amatafula lapho makhulu impela.,['1111111111111111111111111111'],['[]']
amathafula laphomakhulu impela,Amatafula lapho makhulu impela.,['1111111111111111111111111111'],['[]']
amathafula lapho makhulu umha,Amatafula lapho makhulu impela.,['1110111111111111111111110111'],['[]']
ngiyakusiza na,Ngiyakusiza na?,"['1111111111111', '1111011111111']","['[]', '[]']"
ngiyakusiza na,Ngiyakusiza na?,"['1111011111111', '1111111111111']","['[]', '[]']"
ngiyakusiza na,Ngiyakusiza na?,"['1111111111111', '1111011111111', '1111011111111']","['[]', '[]', '[]']"
ngiyakusiza na,Ngiyakusiza na?,['1111111111111'],['[]']
ngiyakusiza na,Ngiyakusiza na?,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyakusiza na,Ngiyakusiza na?,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyakusiza na,Ngiyakusiza na?,['1111111111111'],['[]']
inkiyakhusisana,Ngiyakusiza na?,['1111011111111'],['[]']
ngiyakhusiza na,Ngiyakusiza na?,['1111011111111'],['[]']
ngiyakusiza na,Ngiyakusiza na?,['1111011111111'],['[]']
ngiyakhoshiza na,Ngiyakusiza na?,['1111010111111'],"['[""0""]']"
ngihamba ngehhashi,Ngihamba ngehhashi.,['11111111110111'],['[]']
ngihamba ngehhashi,Ngihamba ngehhashi.,['11111111110111'],['[]']
kihamba ingehhashi,Ngihamba ngehhashi.,"['11111111111111', '11111111110111']","['[]', '[]']"
ngihamba ngehhashi,Ngihamba ngehhashi.,"['11111111111111', '11111111111111', '01111111111111']","['[]', '[]', '[]']"
engihamba ngehhashi,Ngihamba ngehhashi.,"['11111111111111', '11111111111111']","['[]', '[]']"
ngiyama ngihhashi,Ngihamba ngehhashi.,"['11111111111111', '11011111111111']","['[]', '[]']"
ngiyamba ngeyaashi,Ngihamba ngehhashi.,['11011111111111'],['[]']
ingihamba ingishisha,Ngihamba ngehhashi.,['11111111000000'],['[]']
ngihamba ngehhashi,Ngihamba ngehhashi.,['11111111111111'],['[]']
ngihamba ngihasi,Ngihamba ngehhashi.,['11111111110101'],['[]']
ngihamban ngehasi,Ngihamba ngehhashi.,['11111011110111'],['[]']
ngiyabuthanda uthwala,Ngiyabuthanda utshwala.,['1111111111111001111'],['[]']
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,"['1111111111111111111', '1111111111111111111', '1111111111111001111']","['[]', '[]', '[]']"
ingiyabuthanda utshwala,Ngiyabuthanda utshwala.,['1111111111111111111'],['[]']
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,['1111111111111111111'],['[]']
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,"['1111111111111111111', '1111111111111111111', '1111111111111111111']","['[]', '[]', '[]']"
ngiyabuthanda untshwala,Ngiyabuthanda utshwala.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,['1111111111111111111'],['[]']
ngiyabuthanda ushwala,Ngiyabuthanda utshwala.,"['1111111111111001111', '1111111111111101111']","['[]', '[]']"
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,['1111011111111000111'],['[]']
ngiyabuthanda utshwala,Ngiyabuthanda utshwala.,['1111011111111111111'],['[]']
engiyabhuthanda ushwala,Ngiyabuthanda utshwala.,['1111011111111001111'],"['[""0""]']"
bopha izimvu [s]nezimbuzi nsa,"Bopha izimvu, nezimbuzi nezinja.",['11111111111111111111111111111'],['[]']
bopha izimvuezimbuzi a,"Bopha izimvu, nezimbuzi nezinja.","['11111111111111111111111111111', '11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]', '[]']"
bopha izimvnezimvuzi nsa,"Bopha izimvu, nezimbuzi nezinja.","['11111111111111111111111111000', '11111111111111111111111111101']","['[]', '[]']"
bopha izimvu zmbuzi na,"Bopha izimvu, nezimbuzi nezinja.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
mbopha izimvu ezimbuzi,"Bopha izimvu, nezimbuzi nezinja.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
bopha izimvu nzimbuzi nezini,"Bopha izimvu, nezimbuzi nezinja.",['11111111111111111111111111111'],['[]']
bopha izimvumuzi,"Bopha izimvu, nezimbuzi nezinja.",['11111111111111111111111111111'],['[]']
bopha izimvuzimbuziingizina,"Bopha izimvu, nezimbuzi nezinja.",['01111111111111111111111111111'],['[]']
bopha izimvu,"Bopha izimvu, nezimbuzi nezinja.",['11111111111111111111111111111'],['[]']
bopha izimvus] nezimbuzi nenja,"Bopha izimvu, nezimbuzi nezinja.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
boya izimvungezimuziia,"Bopha izimvu, nezimbuzi nezinja.",['11001111111100111011110011111'],['[]']
ngiyobala,Ngiyobhala.,['11110111'],['[]']
ngiyobhala,Ngiyobhala.,"['11110111', '11111111']","['[]', '[]']"
ngiyobhala,Ngiyobhala.,"['11111111', '11111111']","['[]', '[""0""]']"
ngiyobhala,Ngiyobhala.,"['11111111', '01111111']","['[]', '[]']"
ngiyobhaye,Ngiyobhala.,"['11111111', '11111111']","['[]', '[]']"
ngiyobhala,Ngiyobhala.,"['11111111', '11111111']","['[]', '[]']"
ngiyobhala,Ngiyobhala.,['11111111'],['[]']
ngiyobhasha,Ngiyobhala.,"['11111101', '11111101']","['[]', '[]']"
ngiyobhala,Ngiyobhala.,['11111111'],['[]']
ngiyobala,Ngiyobhala.,['11111101'],['[]']
ingiya bhala,Ngiyobhala.,['11101111'],"['[""0""]']"
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyaifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyanifundisa,Ngiyanifundisa.,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyanifundisa,Ngiyanifundisa.,"['1111111111111', '1111111111111']","['[]', '[]']"
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,['1111001111111'],['[]']
ngiyanifundisa,Ngiyanifundisa.,['1111111111111'],['[]']
unomusha,Unomutsha.,"['11111001', '11111111']","['[]', '[]']"
unomutsha,Unomutsha.,"['11111001', '11111001']","['[]', '[]']"
unomutsha,Unomutsha.,['11111011'],['[]']
unomutsha,Unomutsha.,"['11111111', '11111111']","['[]', '[]']"
unomutsha,Unomutsha.,"['11111111', '11111111']","['[]', '[]']"
unomutsha,Unomutsha.,['11111111'],['[]']
unomusha,Unomutsha.,['11111001'],['[]']
unomuthusha,Unomutsha.,"['11111000', '11111001']","['[]', '[""5""]']"
unomutsha,Unomutsha.,['11111001'],['[]']
unomutsha,Unomutsha.,['11111001'],['[]']
unomutshana,Unomutsha.,['11111001'],['[]']
sibheke lapha,Zibheke lapha.,"['11010111111', '11110111111']","['[]', '[]']"
zibheke la pha,Zibheke lapha.,"['11110111111', '11111111111', '11110111111']","['[]', '[]', '[]']"
ibheke lapha,Zibheke lapha.,['11110111111'],['[]']
zibheke lapha,Zibheke lapha.,['11111111111'],['[]']
azibheke laphe,Zibheke lapha.,['11111111111'],['[]']
zibheke lapha,Zibheke lapha.,['11111111111'],['[]']
zibheke lapha,Zibheke lapha.,['11111111111'],['[]']
sibike lapha,Zibheke lapha.,['01100111111'],['[]']
zibhekelapha,Zibheke lapha.,['11111111111'],['[]']
zibheka lapha,Zibheke lapha.,['11110011111'],['[]']
izimbeke labha,Zibheke lapha.,['11110111111'],"['[""0""]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111011111', '111111111111011111', '111111111111011111']","['[]', '[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111111111', '111111111111011111']","['[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111011111', '111111111111001111', '111111111011011111']","['[]', '[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111111111', '111111111111111111']","['[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111111111', '111111111111111111']","['[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,['111111111111111111'],['[]']
umfana mubi kakhulu,Umfana mubi kakhulu.,['111111111111111111'],['[]']
umfana mubi kakhulu,Umfana mubi kakhulu.,"['111111111111011111', '111111111111011111']","['[]', '[]']"
umfana mubi kakhulu,Umfana mubi kakhulu.,['111111111011011111'],['[]']
umfana mubi kakhulu,Umfana mubi kakhulu.,['111111111011011111'],['[]']
umfuna umbikakhulu,Umfana mubi kakhulu.,['111011111011011111'],"['[""7""]']"
nithengisa amageja lapha,Nithengisa amageja lapha?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
nithengisa amageja lapha,Nithengisa amageja lapha?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
ithengisa amajeqa lapha,Nithengisa amageja lapha?,"['111111111111010111111', '011111111111010111111']","['[]', '[]']"
nithengisa amageja lapha,Nithengisa amageja lapha?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
lithengisa amageja labha,Nithengisa amageja lapha?,['111111111111111111111'],['[]']
nithengisa amageja lapho,Nithengisa amageja lapha?,['111111111111111111111'],['[]']
nithengisa amageja lapha,Nithengisa amageja lapha?,['111111111111111111111'],['[]']
umnumnzana ukhona,Nithengisa amageja lapha?,['011111111111111111111'],"['[""1""]']"
nithengisa amagenja lapha,Nithengisa amageja lapha?,['111111111111111111111'],"['[""14""]']"
nithengisa amageja lapha,Nithengisa amageja lapha?,['111111111111111111111'],['[]']
nthengisa s] amajeka lapha,Nithengisa amageja lapha?,['101111111111010111111'],['[]']
ngengisa amajeya labha,Nithengisa amageja lapha?,['000011111111010111111'],['[]']
ningabheki,Ningabheki.,"['11111111', '11111101']","['[]', '[]']"
ningabheki,Ningabheki.,"['11111101', '11111101']","['[]', '[]']"
ingabheki,Ningabheki.,"['11111111', '11111101']","['[]', '[]']"
ningabheni,Ningabheki.,"['11111111', '11111111']","['[]', '[]']"
ningabheki,Ningabheki.,['11111111'],['[]']
ningabheki,Ningabheki.,['11111111'],['[]']
ningabheki,Ningabheki.,['11111111'],['[]']
ningabheke,Ningabheki.,['11111111'],['[]']
ningabheki,Ningabheki.,['11111101'],['[]']
ningabheki,Ningabheki.,['11111101'],['[]']
ningabheki,Ningabheki.,['11011101'],['[]']
onje ukuzindla kukhonabantu,"Konje ukuzidla kukhona, bantu?","['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
konje ukuzidla kukonabant,"Konje ukuzidla kukhona, bantu?",['01111110111011011111111101'],['[]']
konje ukuzidla kukonbnt,"Konje ukuzidla kukhona, bantu?","['01111110111111011111101111', '01111110111111011111101101']","['[]', '[]']"
konje ukuzidla kukhonaabntu,"Konje ukuzidla kukhona, bantu?","['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
konje ukuzidla kukhonaabantu,"Konje ukuzidla kukhona, bantu?","['11111111111111111111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
konje ukuzidla kukonaabntu,"Konje ukuzidla kukhona, bantu?","['11111111111111111111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
konje ukuzidla,"Konje ukuzidla kukhona, bantu?",['11111111111111111111111111'],['[]']
khonje ukuzihla kukn,"Konje ukuzidla kukhona, bantu?",['01111110111111011111101101'],['[]']
khonje ukuzidla kukhona,"Konje ukuzidla kukhona, bantu?",['01111110111111011111111111'],['[]']
khonje ukuzidla kukhona,"Konje ukuzidla kukhona, bantu?",['01111110111111011111101111'],['[]']
khonjeukuzinhla kukona u,"Konje ukuzidla kukhona, bantu?",['01111110111111011111101101'],"['[""11""]']"
sebenza bo,Sebenza bo!,"['1111111111', '1101111101']","['[]', '[]']"
sebenza bo,Sebenza bo!,['1111111111'],['[]']
sibhensa bho,Sebenza bo!,['1001111101'],['[]']
seben za bo,Sebenza bo!,['1111111111'],['[]']
sebenza bo,Sebenza bo!,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
sebenza bo,Sebenza bo!,"['1111111111', '1111111111']","['[]', '[]']"
sebenza bo,Sebenza bo!,['1111111111'],['[]']
sibhienzabho,Sebenza bo!,"['1001111101', '1001111101']","['[]', '[]']"
sebenza bo,Sebenza bo!,"['1111111111', '1101111101']","['[]', '[]']"
sebenza bo,Sebenza bo!,['1101111101'],['[]']
sibenza bho,Sebenza bo!,['1001111101'],['[]']
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,['11111111'],['[]']
niyalima,Niyalima.,"['11111111', '11111111']","['[]', '[]']"
niyalima,Niyalima.,"['11111111', '11111111']","['[]', '[]']"
niyalima,Niyalima.,['11111111'],['[]']
ngiyalima,Niyalima.,"['01111111', '00011111']","['[""1""]', '[]']"
izwe linezindaba ezinde,Izwe linezintaba ezinde.,['11111111111101111111111'],['[]']
izweli nezindaba ezinde,Izwe linezintaba ezinde.,['11111111111101111111111'],['[]']
izwelizitaba izinde,Izwe linezintaba ezinde.,"['11111110011101111111111', '11111110011101111111111']","['[]', '[]']"
izwe linezintaba ezinde,Izwe linezintaba ezinde.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
izwe elinezintaba ezinde,Izwe linezintaba ezinde.,"['11111111111111111111111', '11111111111111111111111', '11111111111111111111111']","['[]', '[]', '[""4""]']"
izwe linezintaba ezinde,Izwe linezintaba ezinde.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
izwe linezintaba ezinde,Izwe linezintaba ezinde.,['11111111111111111111111'],['[]']
izwe lizitaba izinda,Izwe linezintaba ezinde.,['11111111011101011011111'],['[]']
izwe linezintaba ezinde,Izwe linezintaba ezinde.,['11111111111111111111111'],['[]']
izwe linezidaba izinde,Izwe linezintaba ezinde.,['11111111111101111011111'],['[]']
iwezi yizintaba izindewo,Izwe linezintaba ezinde.,['10001010011101111011111'],['[]']
niyasihlupha ningahluphi umfundisi futhi,"Niyasihlupha, ningahluphi umfundisi futhi.",['1111110111111110111111111111111111'],['[]']
